DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Italy,2017,-0.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Italy,2018,-0.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Italy,2019,-4.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Italy,2020,-8.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Italy,2021,-5.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Italy,2022,-3.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Italy,2023,-5.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Italy,2024,0.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,1999,-13.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2000,10.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2001,30.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2002,-4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2003,8.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2004,-9.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2005,-9.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2006,-0.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2007,0.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2008,-8.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2009,-36.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2010,10.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2011,11.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2012,-4.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2013,12.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2014,7.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2015,-14.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2016,5.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2017,27.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2018,-5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2019,1.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2020,7.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2021,2.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2022,-5.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2023,-8.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Lithuania,2024,12.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2001,0.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2002,-9.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2003,-10.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2004,0,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2005,-2.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2006,-20.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2007,1.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2008,-1.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2009,-11,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2010,-24,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2011,10,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2012,0,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2013,-7.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2014,0.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2015,2.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2016,-13.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2017,-19.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2018,-5.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2019,-3.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2020,1.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2021,-11,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2022,-12.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2023,-2.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Luxembourg,2024,-10.6,p,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2001,1.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2002,10.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2003,6.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2004,10.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2005,18.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2006,9.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2007,12.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2008,-1.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2009,-18.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2010,12.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2011,8.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2012,0.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2013,3.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2014,3.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2015,6.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2016,0,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2017,18.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2018,4.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2019,-5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2020,8.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2021,4.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2022,-0.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2023,-19,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Latvia,2024,16.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2001,-11.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2002,8.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2003,1.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2004,-5.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2005,1.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2006,4.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2007,1.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2008,18,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2009,-65.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2010,57.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2011,7.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2012,-22,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2013,-0.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2014,14.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2015,-8.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2016,10.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2017,113.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2018,-21.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2019,21.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2020,6.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2021,-24.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2022,9.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2023,3.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Montenegro,2024,8.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2001,-1.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2002,-24.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2003,-39.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2004,-5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2005,40.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2006,11.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2007,10,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2008,9.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2009,-12.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2010,-3.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2011,2.5,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2012,1.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2013,3.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2014,-2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2015,-1.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2016,-7.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2017,-1.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2018,-1.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2019,-1.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2020,-6.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2021,2.4,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2022,-0.2,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2023,-1.6,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,North Macedonia,2024,-5.8,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Malta,2001,8.7,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Malta,2002,5.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Malta,2003,19.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Malta,2004,-14.1,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Malta,2005,10.9,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Malta,2006,-14.3,,
ESTAT:STS_INPR_A(1.0),26/04/2025 11:00,Annual,Production (volume),Mining and quarrying,"Calendar adjusted data, not seasonally adjusted data",Percentage change compared to same period in previous year,Malta,2007,28.2,,
